timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,IdleTime,Connect
1527152729235,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729238,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729241,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729244,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729247,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729250,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729253,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729257,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729260,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729263,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729266,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729269,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729272,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729275,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729278,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729280,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729283,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729286,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729289,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729292,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729295,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729298,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729301,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729303,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729306,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729310,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729313,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729316,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729320,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729322,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729325,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729328,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729332,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729335,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729338,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729341,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729345,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729348,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729351,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729355,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729358,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729361,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729365,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729368,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729372,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729375,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729379,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729383,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729386,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729389,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729393,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729395,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729399,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729402,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729405,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729408,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729411,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729414,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729417,2,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729419,6,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729425,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729428,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729431,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729435,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729438,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729441,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729445,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729448,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729451,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729454,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729458,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729461,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729464,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729468,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729471,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729474,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729477,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729481,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729484,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729487,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729490,4,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729494,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729497,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729500,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729504,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729507,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729510,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729513,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
1527152729516,3,getJwtToken,500,"Exception occurred whilst executing system call: java.io.IOException: Cannot run program ""./wsgate/jwt-generator-darwin-amd64"" (in directory ""/Users/majer-dy/Documents/IDEA/jnlp-slave-jmeter""): error=2, No such file or directory",getClientBonusesList 1-1,text,false,,0,0,1,1,0,1,1,0,0
